final_weight,education_num,capitol_loss,hours_per_week,age,target,budget
0.1328112516148602,0.5333333333333333,0.0,0.4489795918367346,0.4794520547945205,1,7993.574763409181
0.1807641369672315,0.6,0.0,0.8061224489795917,0.273972602739726,1,10088.945543037691
0.0865355188000877,0.8,0.0,0.3979591836734693,0.1780821917808219,1,7934.952413611408
0.1886935408298959,0.8666666666666667,0.0,0.4489795918367346,0.3561643835616437,1,11697.292721070631
0.1218979110411752,1.0,0.0,0.6020408163265305,0.3150684931506849,1,12198.369900063031
0.1376923951932009,0.8,0.0,0.3979591836734693,0.5342465753424657,1,9091.831673040972
0.2196501068448406,0.8,0.0,0.3979591836734693,0.547945205479452,1,9250.913057213224
0.0259616712753942,0.9333333333333332,0.4366391184573002,0.6020408163265305,0.4109589041095889,1,11442.762370401766
0.161210447773321,0.8,0.0,0.5510204081632653,0.4520547945205479,1,19771.75482419186
0.1520074371592543,0.6,0.0,0.3979591836734693,0.3561643835616437,1,6315.830664398601
0.0698350878998556,1.0,0.0,0.4489795918367346,0.3424657534246575,1,13107.499713985631
0.1058657682130505,0.5333333333333333,0.0,0.3979591836734693,0.4931506849315069,1,8303.140624051135
0.1206500337190942,0.6,0.0,0.5,0.4383561643835617,1,10994.419651310684
0.1007550910415543,0.8,0.0,0.7040816326530611,0.1643835616438356,1,10639.903209253367
0.1724833232672583,0.5333333333333333,0.0,0.3979591836734693,0.4383561643835617,1,7317.08309685374
0.2690587362245989,1.0,0.0,0.5,0.3561643835616437,1,13248.14574376904
0.144087512560024,0.8,0.0,0.3979591836734693,0.2328767123287671,1,8418.810726530415
0.1203764892599945,1.0,0.4366391184573002,0.6020408163265305,0.4246575342465753,1,13432.28001855738
0.1280993805978436,0.6,0.0,0.4795918367346938,0.273972602739726,1,7957.691522514839
0.07495321306405,0.8666666666666667,0.0,0.3979591836734693,0.8082191780821917,1,13612.638193837518
0.0350949415941954,0.9333333333333332,0.0,0.3979591836734693,0.2876712328767123,1,9451.15752403427
0.2180995701831122,0.5333333333333333,0.4331955922865014,0.5,0.5342465753424657,1,8568.51162650769
0.1245026772148299,0.6666666666666666,0.0,0.3979591836734693,0.4383561643835617,1,7043.952993007203
0.1723174361571607,0.8,0.0,0.5,0.1643835616438356,1,8336.446386510166
0.1857502295335931,0.8,0.0,0.3979591836734693,0.4109589041095889,1,9746.085629684154
0.0686874199340785,0.7333333333333334,0.0,0.3979591836734693,0.1917808219178082,1,7326.950151340075
0.0761327042713561,0.8666666666666667,0.0,0.3979591836734693,0.2876712328767123,1,9620.131203101564
0.0463678170881327,0.6,0.0,0.3979591836734693,0.4383561643835617,1,6410.938733990923
0.1239698071917817,0.6666666666666666,0.3590449954086318,0.3979591836734693,0.3835616438356165,1,11921.236364886894
0.1270140049346337,0.8666666666666667,0.0,0.3979591836734693,0.3835616438356165,1,9635.81536456446
0.0559073415541117,0.6,0.4538567493112947,0.3979591836734693,0.4657534246575341,1,8028.527086564697
0.0921736492726696,0.8,0.0,0.3979591836734693,0.1506849315068493,1,6936.497687375281
0.1136509518534668,0.6,0.0,0.3775510204081632,0.3698630136986301,1,8466.972798330064
0.1847630319559512,0.2,0.0,0.3979591836734693,0.3150684931506849,1,5642.187670368209
0.0105368783973003,0.6,0.0,0.4183673469387755,0.273972602739726,1,7608.906935138955
0.0650514453168376,1.0,0.0,0.0,0.5616438356164384,1,11806.51862061481
